,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,listingSubType,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,newConstructionType,unit,Unnamed: 0
275,,SINGLE_FAMILY,,"Sandstone Plan, Brookstone at Gladden Farms",https://photos.zillowstatic.com/fp/0069069d495f87c1ee17d272e71d71c3-p_e.jpg,416990,4.0,-111.19364,32.429104,FOR_SALE,2071234388,{'is_newHome': True},,-1,3,2575.0,USA,USD,,True,BUILDER_PLAN,# YWE3FN,
276,,SINGLE_FAMILY,7405.2,"8852 Baja Fairy Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/d7b3e7b9aeb0d577e6523dbef0bb261e-p_e.jpg,441305,4.0,,,FOR_SALE,2062965854,{'is_newHome': True},,-1,3,2027.0,USA,USD,sqft,True,BUILDER_SPEC,,
277,,SINGLE_FAMILY,4723.0,"12898 N Hong St, Marana, AZ 85653",https://photos.zillowstatic.com/fp/6027b48404b80cdb1d287b7f6556cb8f-p_e.jpg,335900,3.0,-111.266426,32.431442,FOR_SALE,2062379910,{'is_newHome': True},,-1,2,1268.0,USA,USD,sqft,True,BUILDER_SPEC,,
278,,SINGLE_FAMILY,7405.2,"8812 Baja Fairy Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/74dafc8b98f98741643c0d138ed864a3-p_e.jpg,442930,4.0,-111.15303,32.39421,FOR_SALE,2063487971,{'is_newHome': True},,-1,3,2027.0,USA,USD,sqft,True,BUILDER_SPEC,,
279,,SINGLE_FAMILY,6970.0,"12520 Gini Ln, Marana, AZ 85653",https://photos.zillowstatic.com/fp/a0ad064ad413553d19aa7e9a6c279070-p_e.jpg,450285,3.0,-111.23225,32.448475,FOR_SALE,2064091041,{'is_newHome': True},,-1,3,2062.0,USA,USD,sqft,True,BUILDER_SPEC,,
280,,SINGLE_FAMILY,4800.0,"9282 Agave Gold Rd, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/816900fb18b1c7bbe45284642da4b05a-p_e.jpg,437498,3.0,,,FOR_SALE,2062617419,{'is_newHome': True},,-1,2,1465.0,USA,USD,sqft,True,BUILDER_SPEC,,
281,,SINGLE_FAMILY,,"Ironwood Plan, SC Ranch",https://photos.zillowstatic.com/fp/cb0d147244d169f199b8a2b426726595-p_e.jpg,342900,3.0,-111.23253,32.439568,FOR_SALE,2065669011,{'is_newHome': True},,-1,2,1527.0,USA,USD,,True,BUILDER_PLAN,# F78LX0,
282,,SINGLE_FAMILY,5227.2,"21651 E Treasure Rd, Red Rock, AZ 85145",https://photos.zillowstatic.com/fp/00ae78fba2171138f54ffa6fbe88a891-p_e.jpg,317026,3.0,-111.33654,32.563793,FOR_SALE,331582246,{'is_newHome': True},,-1,2,1240.0,USA,USD,sqft,True,BUILDER_SPEC,,
283,,SINGLE_FAMILY,,"Acacia Plan, SC Ranch",https://photos.zillowstatic.com/fp/3ba482c419bd767c844b6489232f7588-p_e.jpg,327900,3.0,-111.23253,32.439568,FOR_SALE,2065669010,"{'is_newHome': True, 'is_openHouse': True}",,-1,2,1268.0,USA,USD,,True,BUILDER_PLAN,# MOCMB7,
284,,SINGLE_FAMILY,,"Pearl - Plan 5032 Plan, Palo Brea at Saguaro Bloom",https://photos.zillowstatic.com/fp/bd46030b525345c26533dcc856cdc0b8-p_e.jpg,497990,4.0,-111.163,32.38588,FOR_SALE,2063383970,{'is_newHome': True},,-1,3,2431.0,USA,USD,,True,BUILDER_PLAN,# UNBT6V,
285,,SINGLE_FAMILY,8890.0,"14301 N Chaparral Sage Rd, Marana, AZ 85658",https://photos.zillowstatic.com/fp/e9295731e5c1b561694cec05abba6a94-p_e.jpg,863668,4.0,-111.12915,32.466484,FOR_SALE,299581418,{'is_newHome': True},,-1,4,3026.0,USA,USD,sqft,True,BUILDER_SPEC,,
286,,SINGLE_FAMILY,7475.0,"8810 Lady Banks Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/b49e06e19a4e65e7c26dc5333d057fcc-p_e.jpg,610492,4.0,-111.15295,32.394985,FOR_SALE,2063383971,{'is_newHome': True},,-1,3,2534.0,USA,USD,sqft,True,BUILDER_SPEC,,
287,,SINGLE_FAMILY,,"Parks - Plan 1726 Plan, Saguaro Bloom Freedom",https://photos.zillowstatic.com/fp/b5f04978ef309076b7a24e4eceb531c4-p_e.jpg,402990,2.0,-111.1619,32.38823,FOR_SALE,2085198691,{'is_newHome': True},,-1,3,1730.0,USA,USD,,True,BUILDER_PLAN,# WY7KN8,
288,,SINGLE_FAMILY,6098.4,"8805 Lady Banks Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/f13e51ffe4a6449b3affe5a0bb744d7b-p_e.jpg,464300,5.0,-111.15288,32.39456,FOR_SALE,2063468505,{'is_newHome': True},,-1,3,2219.0,USA,USD,sqft,True,BUILDER_SPEC,,
289,,SINGLE_FAMILY,6098.4,"8791 Red Spike Ice Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/e57e440d4f7e15a1a0fe968883f4a9fb-p_e.jpg,413330,4.0,-111.15255,32.393124,FOR_SALE,2063310050,{'is_newHome': True},,-1,2,1635.0,USA,USD,sqft,True,BUILDER_SPEC,,
290,,SINGLE_FAMILY,,"Limestone Plan, Brookstone at Gladden Farms",https://photos.zillowstatic.com/fp/31258d8b60432f6b9e3bb9e7a4073131-p_e.jpg,382990,4.0,-111.19364,32.429104,FOR_SALE,2071234390,{'is_newHome': True},,-1,3,2027.0,USA,USD,,True,BUILDER_PLAN,# TND4IZ,
291,,SINGLE_FAMILY,1.3711,"3780 W Aldrin Dr, Marana, AZ 85658",https://photos.zillowstatic.com/fp/1e24130ebc880c1a44e2a2c0620139a9-p_e.jpg,1625000,3.0,-111.04453,32.466793,FOR_SALE,2067589658,{'is_newHome': True},,-1,4,2934.0,USA,USD,acres,True,BUILDER_SPEC,,
292,,SINGLE_FAMILY,0.30493572084481,"12515 W Old Farm Ct, Marana, AZ 85653",https://photos.zillowstatic.com/fp/04937495fb1e77938ab9c659b45813ae-p_e.jpg,470074,4.0,-111.232124,32.446514,FOR_SALE,333005471,{'is_newHome': True},,-1,2,2101.0,USA,USD,acres,True,BUILDER_SPEC,,
293,,SINGLE_FAMILY,8843.0,"13236 N Jessett Ln, Marana, AZ 85653",https://photos.zillowstatic.com/fp/8ff519423d89982bdc7da8ef856dade8-p_e.jpg,481785,4.0,-111.23008,32.446785,FOR_SALE,333005470,{'is_newHome': True},,-1,2,2101.0,USA,USD,sqft,True,BUILDER_SPEC,,
294,,SINGLE_FAMILY,,"Savannah - Plan 5038 Plan, Tortolita Ridge",https://photos.zillowstatic.com/fp/f093b399c277db9ade5407a98ea1c37e-p_e.jpg,576990,4.0,-111.0809,32.45057,FOR_SALE,2067967539,{'is_newHome': True},,-1,3,2534.0,USA,USD,,True,BUILDER_PLAN,# 5H77S,
295,,SINGLE_FAMILY,8890.0,"14280 N Chaparral Sage Rd, Marana, AZ 85658",https://photos.zillowstatic.com/fp/e9295731e5c1b561694cec05abba6a94-p_e.jpg,832674,4.0,-111.12957,32.465706,FOR_SALE,299581051,{'is_newHome': True},,-1,4,3026.0,USA,USD,sqft,True,BUILDER_SPEC,,
296,,SINGLE_FAMILY,7260.0,"11371 Sandbell Ln, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/f3d850d933f7d85d2c4a8ab9e92d4cc7-p_e.jpg,623580,4.0,-111.060425,32.427734,FOR_SALE,2062397473,{'is_newHome': True},,-1,3,2563.0,USA,USD,sqft,True,BUILDER_SPEC,,
297,,SINGLE_FAMILY,7384.0,"10888 W Yates Ln, Marana, AZ 85653",https://photos.zillowstatic.com/fp/bc8ff9b44d799085035feeb872c01e06-p_e.jpg,462490,3.0,-111.197395,32.432316,FOR_SALE,2067792422,{'is_newHome': True},,-1,2,2014.0,USA,USD,sqft,True,BUILDER_SPEC,,
298,,SINGLE_FAMILY,5837.0,"10172 N Leopard Gecko Ter, Marana, AZ 85653",https://photos.zillowstatic.com/fp/6a4306bdcfc56f3dc38474a1f83a240c-p_e.jpg,432575,4.0,-111.16348,32.39149,FOR_SALE,306852334,{'is_newHome': True},,-1,3,2177.0,USA,USD,sqft,True,BUILDER_SPEC,,
299,,SINGLE_FAMILY,6000.0,"12158 W Charismatic Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/d46d9c517ee8b59310f7e1e2efcfee56-p_e.jpg,425020,4.0,-111.22446,32.44418,FOR_SALE,97426031,{'is_newHome': True},,-1,3,2401.0,USA,USD,sqft,True,BUILDER_SPEC,,
300,,SINGLE_FAMILY,,"Pima Plan, Heartland at Gladden Farms",https://photos.zillowstatic.com/fp/296ca1bcc3dadd11b5c0851a0f2dfe6b-p_e.jpg,436990,3.0,-111.1963,32.4338,FOR_SALE,2068721887,{'is_newHome': True},,-1,2,2014.0,USA,USD,,True,BUILDER_PLAN,# OXV44L,
301,,SINGLE_FAMILY,,"Palo Verde Plan, SC Ranch",https://photos.zillowstatic.com/fp/dad766ecf083004bd9023323ae12f4c2-p_e.jpg,399900,5.0,-111.23253,32.439568,FOR_SALE,2065663081,{'is_newHome': True},,-1,3,2300.0,USA,USD,,True,BUILDER_PLAN,# MYZ8HM,
302,,SINGLE_FAMILY,,"Citrine - Plan 5042 Plan, Palo Brea at Saguaro Bloom",https://photos.zillowstatic.com/fp/dac828f5245ff262c6c8b6289e2c678a-p_e.jpg,512990,4.0,-111.163,32.38588,FOR_SALE,2080337221,{'is_newHome': True},,-1,3,2577.0,USA,USD,,True,BUILDER_PLAN,# BRW98Z,
303,,SINGLE_FAMILY,,"Plan 1909 Plan, Colina de Anza Traditions",https://photos.zillowstatic.com/fp/a5a6e4b164bf3e9be208b40068ceedbe-p_e.jpg,422990,3.0,-111.08092,32.36557,FOR_SALE,2065591806,{'is_newHome': True},,-1,3,1909.0,USA,USD,,True,BUILDER_PLAN,# GX69ZE,
304,,SINGLE_FAMILY,,"Granite Plan, Brookstone at Gladden Farms",https://photos.zillowstatic.com/fp/88ed56a99d0b827be21d619ab6009a6c-p_e.jpg,372990,4.0,-111.19364,32.429104,FOR_SALE,2071234389,{'is_newHome': True},,-1,2,1912.0,USA,USD,,True,BUILDER_PLAN,# EDMBPL,
305,,SINGLE_FAMILY,0.25723140495868,"5545 W Tubac Ct #162, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/e576747ad69318d22b2ae453fa16cd49-p_e.jpg,472275,4.0,-111.08339,32.36324,FOR_SALE,2065735361,{'is_newHome': True},,-1,2,1956.0,USA,USD,acres,True,BUILDER_SPEC,# 162,
306,,SINGLE_FAMILY,,"Bisbee - Plan X40X Plan, Barnett Village",https://photos.zillowstatic.com/fp/04f100e58dc2463047e8d6a2f79e5b3a-p_e.jpg,445990,4.0,-111.2334,32.44802,FOR_SALE,2067073597,{'is_newHome': True},,-1,3,2418.0,USA,USD,,True,BUILDER_PLAN,# 72RI4L,
307,,SINGLE_FAMILY,,"Whitney Plan, Heartland at Gladden Farms",https://photos.zillowstatic.com/fp/c1b7409de219f6211b4784f4b09d8a90-p_e.jpg,435990,3.0,-111.1963,32.4338,FOR_SALE,2068721885,{'is_newHome': True},,-1,2,2223.0,USA,USD,,True,BUILDER_PLAN,# Y0AH9X,
308,,SINGLE_FAMILY,7000.0,"5460 Windmill Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/32679b72b82b28baab0a9a36a0e39f23-p_e.jpg,546890,3.0,,,FOR_SALE,2062923306,{'is_newHome': True},,-1,2,2090.0,USA,USD,sqft,True,BUILDER_SPEC,,
309,,SINGLE_FAMILY,6000.0,"12178 Avianna Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/58e9e9fc9e1ca200fc4b6c012c5dd68c-p_e.jpg,467320,5.0,,,FOR_SALE,2063225727,{'is_newHome': True},,-1,4,2920.0,USA,USD,sqft,True,BUILDER_SPEC,,
310,,SINGLE_FAMILY,5252.0,"12906 N Hong St, Marana, AZ 85653",https://photos.zillowstatic.com/fp/8de97cd2eb0ad7ac6a7069db25a72033-p_e.jpg,352900,3.0,-111.266426,32.431442,FOR_SALE,2062379855,{'is_newHome': True},,-1,2,1515.0,USA,USD,sqft,True,BUILDER_SPEC,,
311,,SINGLE_FAMILY,8862.0,"5533 W Tumacacori Trl #201, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/b7a120e6edb148032d17ad649d98d3cd-p_e.jpg,398522,3.0,-111.0831,32.364075,FOR_SALE,2062624481,{'is_newHome': True},,-1,2,1380.0,USA,USD,sqft,True,BUILDER_SPEC,# 201,
312,,SINGLE_FAMILY,10570.0,"5535 W San Francisco Trl #163, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/9cdd59afc216b6a3a5fbe057fbd2bfdf-p_e.jpg,487427,3.0,-111.08321,32.36319,FOR_SALE,2065615135,{'is_newHome': True},,-1,2,2223.0,USA,USD,sqft,True,BUILDER_SPEC,# 163,
313,,SINGLE_FAMILY,9147.6,"12477 W Old Farm Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/25d29a3119815b55ae1ef6e4734eaee2-p_e.jpg,503847,4.0,-111.231606,32.446438,FOR_SALE,333008609,{'is_newHome': True},,-1,3,2431.0,USA,USD,sqft,True,BUILDER_SPEC,,
314,,SINGLE_FAMILY,,"Evolution Plan, The Preserve at Twin Peaks",https://photos.zillowstatic.com/fp/2f2f0c3742a74e11cb150943108271cd-p_e.jpg,628990,4.0,-111.0793,32.4025,FOR_SALE,2068977989,{'is_newHome': True},,-1,3,2958.0,USA,USD,,True,BUILDER_PLAN,# O9R9Z0,
315,,SINGLE_FAMILY,,"Torino - Plan 4090 Plan, Palo Brea at Saguaro Bloom",https://photos.zillowstatic.com/fp/0d653f183222c46e92be1b17ea4d34f6-p_e.jpg,506990,5.0,-111.163,32.38588,FOR_SALE,2080337216,{'is_newHome': True},,-1,3,3207.0,USA,USD,,True,BUILDER_PLAN,# VJPKQM,
316,,SINGLE_FAMILY,6985.0,"5560 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/018cbf534c118deaf89eaaa5a07f9e45-p_e.jpg,567520,4.0,-111.08367,32.397217,FOR_SALE,2062922287,{'is_newHome': True},,-1,3,2460.0,USA,USD,sqft,True,BUILDER_SPEC,,
317,,SINGLE_FAMILY,,"Dean - Plan H50D Plan, Tortolita Ridge",https://photos.zillowstatic.com/fp/2a255467cbe04159f6abf7349e298309-p_e.jpg,469990,4.0,-111.0809,32.45057,FOR_SALE,2067957216,{'is_newHome': True},,-1,2,1903.0,USA,USD,,True,BUILDER_PLAN,# GJ9K9K,
318,,SINGLE_FAMILY,,"Slate Plan, Brookstone at Gladden Farms",https://photos.zillowstatic.com/fp/69fda8912768e404ee274095b8de6783-p_e.jpg,440990,5.0,-111.19364,32.429104,FOR_SALE,2071234386,{'is_newHome': True},,-1,4,2920.0,USA,USD,,True,BUILDER_PLAN,# HZMBA7,
319,,SINGLE_FAMILY,9147.6,"12504 W Old Farm Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/6cc9fa14648347e0f3b5e7749165a01b-p_e.jpg,499050,4.0,-111.23208,32.446968,FOR_SALE,333014213,{'is_newHome': True},,-1,3,2578.0,USA,USD,sqft,True,BUILDER_SPEC,,
320,,SINGLE_FAMILY,6985.0,"5452 Windmill Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/bd78b5fde86e484c11fd281128b6ddb6-p_e.jpg,560590,4.0,,,FOR_SALE,2062936499,{'is_newHome': True},,-1,3,2340.0,USA,USD,sqft,True,BUILDER_SPEC,,
321,,SINGLE_FAMILY,,"Justin - Plan H40J Plan, Palo Brea at Saguaro Bloom",https://photos.zillowstatic.com/fp/6700151b960f98d84e20f1a7d66510ed-p_e.jpg,404990,4.0,-111.163,32.38588,FOR_SALE,2080337220,{'is_newHome': True},,-1,2,1854.0,USA,USD,,True,BUILDER_PLAN,# 53SQO6,
322,,SINGLE_FAMILY,7260.0,"11530 Sandbell Ln, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/f3d850d933f7d85d2c4a8ab9e92d4cc7-p_e.jpg,616480,4.0,-111.060425,32.427734,FOR_SALE,2062558513,{'is_newHome': True},,-1,3,2563.0,USA,USD,sqft,True,BUILDER_SPEC,,
323,,SINGLE_FAMILY,,"Poppy Plan, Gateway at Gladden Farms",https://photos.zillowstatic.com/fp/ef2bf9b43a76ee4e378db1da23528214-p_e.jpg,405990,4.0,-111.19607,32.43575,FOR_SALE,2068586702,{'is_newHome': True},,-1,2,2142.0,USA,USD,,True,BUILDER_PLAN,# XKKV9N,
324,,SINGLE_FAMILY,6985.0,"5444 Windmill Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/932f1c0f77c835c656670189f5e10dce-p_e.jpg,595470,4.0,,,FOR_SALE,2062922887,{'is_newHome': True},,-1,3,2460.0,USA,USD,sqft,True,BUILDER_SPEC,,
325,,SINGLE_FAMILY,6985.0,"5590 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/9e2d8449344a3073bd3d0598ad5e33dd-p_e.jpg,570760,4.0,-111.08406,32.396492,FOR_SALE,2063481104,{'is_newHome': True},,-1,3,2460.0,USA,USD,sqft,True,BUILDER_SPEC,,
326,,SINGLE_FAMILY,7000.0,"10455 N Decker Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/83ce8688bbe2ed590d5345f254f6642e-p_e.jpg,574260,3.0,-111.08268,32.39646,FOR_SALE,2062936739,{'is_newHome': True},,-1,2,2090.0,USA,USD,sqft,True,BUILDER_SPEC,,
327,,SINGLE_FAMILY,,"Larimar Plan, Seasons at Red Rock",https://photos.zillowstatic.com/fp/c748e349acbd0a0f9d09651dfe6ba539-p_e.jpg,313990,4.0,-111.3357,32.56396,FOR_SALE,2065886318,"{'is_newHome': True, 'is_openHouse': True}",,-1,2,1813.0,USA,USD,,True,BUILDER_PLAN,# AX729K,
328,,SINGLE_FAMILY,7200.0,"12441 N Denton Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/766195bf529e473bb80dd97b27196a9b-p_e.jpg,458140,4.0,-111.1994,32.432407,FOR_SALE,2067949705,{'is_newHome': True},,-1,2,2203.0,USA,USD,sqft,True,BUILDER_SPEC,,
329,,SINGLE_FAMILY,,"Manzanita Plan, Dove Mountain",https://photos.zillowstatic.com/fp/ca5b5f2b16408e8751c45ab933883164-p_e.jpg,959000,4.0,-111.11191,32.47254,FOR_SALE,2065613237,{'is_newHome': True},,-1,4,3770.0,USA,USD,,True,BUILDER_PLAN,# TX6HS0,
330,,SINGLE_FAMILY,6985.0,"5567 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/b6f6f9f67284491e1c65e9da4c711d82-p_e.jpg,579780,4.0,-111.08333,32.396847,FOR_SALE,2062923225,{'is_newHome': True},,-1,3,2340.0,USA,USD,sqft,True,BUILDER_SPEC,,
331,,SINGLE_FAMILY,6985.0,"5543 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/bd78b5fde86e484c11fd281128b6ddb6-p_e.jpg,575270,4.0,-111.08282,32.397335,FOR_SALE,2062936430,{'is_newHome': True},,-1,3,2340.0,USA,USD,sqft,True,BUILDER_SPEC,,
332,,SINGLE_FAMILY,6985.0,"5554 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/bd78b5fde86e484c11fd281128b6ddb6-p_e.jpg,551000,4.0,-111.08354,32.397327,FOR_SALE,2062923125,{'is_newHome': True},,-1,3,2340.0,USA,USD,sqft,True,BUILDER_SPEC,,
333,,SINGLE_FAMILY,,"Ocotillo Plan, Dove Mountain",https://photos.zillowstatic.com/fp/80c754750660d781ff12375107a864d7-p_e.jpg,910000,4.0,-111.11191,32.47254,FOR_SALE,2065613236,{'is_newHome': True},,-1,4,3292.0,USA,USD,,True,BUILDER_PLAN,# UDXFXA,
334,,SINGLE_FAMILY,,"Tyler - Plan 3575 Plan, Mesquite at Saguaro Bloom",https://photos.zillowstatic.com/fp/b698fb5db7234aec6ac60f70be0f511e-p_e.jpg,449990,4.0,-111.1619,32.38823,FOR_SALE,2085057399,{'is_newHome': True},,-1,3,2645.0,USA,USD,,True,BUILDER_PLAN,# 4BXBC9,
335,,SINGLE_FAMILY,6985.0,"5566 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/b6f6f9f67284491e1c65e9da4c711d82-p_e.jpg,563070,4.0,-111.0838,32.397087,FOR_SALE,2062923008,{'is_newHome': True},,-1,3,2340.0,USA,USD,sqft,True,BUILDER_SPEC,,
336,,SINGLE_FAMILY,,"Plan 2510 Plan, Colina de Anza Agave",https://photos.zillowstatic.com/fp/93cd149ea445db310622c1dbdc0083c9-p_e.jpg,463990,4.0,-111.08092,32.36557,FOR_SALE,2065591802,{'is_newHome': True},,-1,2,2510.0,USA,USD,,True,BUILDER_PLAN,# ZF6DFE,
337,,SINGLE_FAMILY,6000.0,"12170 Amarissa Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/ce08b9c42cd85094001709e1c8f3070c-p_e.jpg,410030,4.0,-111.22411,32.442986,FOR_SALE,2065476362,{'is_newHome': True},,-1,3,2401.0,USA,USD,sqft,True,BUILDER_SPEC,,
338,,SINGLE_FAMILY,,"Daisy Plan, Gateway at Gladden Farms",https://photos.zillowstatic.com/fp/4e9befa9b313c7b98c6b4750f1ab8daa-p_e.jpg,417990,4.0,-111.19607,32.43575,FOR_SALE,2068629195,{'is_newHome': True},,-1,3,2389.0,USA,USD,,True,BUILDER_PLAN,# OZCL8U,
339,,SINGLE_FAMILY,6985.0,"5492 S Windmill Way, Marana, AZ 85658",https://photos.zillowstatic.com/fp/018cbf534c118deaf89eaaa5a07f9e45-p_e.jpg,577170,4.0,-111.0822,32.396782,FOR_SALE,2063480445,{'is_newHome': True},,-1,3,2460.0,USA,USD,sqft,True,BUILDER_SPEC,,
340,,SINGLE_FAMILY,,"Manzanita Plan, Sonoran Preserve on the Bajada (Moore Rd)",https://photos.zillowstatic.com/fp/ca5b5f2b16408e8751c45ab933883164-p_e.jpg,985900,4.0,-111.05961,32.438107,FOR_SALE,2065613245,{'is_newHome': True},,-1,4,3770.0,USA,USD,,True,BUILDER_PLAN,# BJ06GS,
341,,SINGLE_FAMILY,,"Dalton - Plan X35D Plan, Mesquite at Saguaro Bloom",https://photos.zillowstatic.com/fp/b9c77dca6f4b7922214815270cab0060-p_e.jpg,363990,4.0,-111.1619,32.38823,FOR_SALE,2080253810,{'is_newHome': True},,-1,2,1569.0,USA,USD,,True,BUILDER_PLAN,# 6L4P8D,
342,,SINGLE_FAMILY,0.4168044077135,"5834 W Sunset Gallery Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/e2a5dbbf8a234e9962bf6bf0782e0294-p_e.jpg,1815000,3.0,-111.09048,32.47238,FOR_SALE,104048398,{'is_newHome': True},,-1,4,3248.0,USA,USD,acres,True,BUILDER_SPEC,,
343,,SINGLE_FAMILY,8712.0,"12467 W Old Farm Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/6cc9fa14648347e0f3b5e7749165a01b-p_e.jpg,498164,4.0,-111.23127,32.44644,FOR_SALE,333012198,{'is_newHome': True},,-1,3,2578.0,USA,USD,sqft,True,BUILDER_SPEC,,
344,,SINGLE_FAMILY,,"Sycamore Plan, Dove Mountain",https://photos.zillowstatic.com/fp/362f4240cc5f4359fe36bb9231cb74f2-p_e.jpg,940000,4.0,-111.11191,32.47254,FOR_SALE,2065613246,"{'is_newHome': True, 'is_openHouse': True}",,-1,4,3244.0,USA,USD,,True,BUILDER_PLAN,# J3G8NM,
345,,SINGLE_FAMILY,,"Prato - Plan 4065 Plan, Barnett Village",https://photos.zillowstatic.com/fp/b4153b4381b7fb4f90fd1b0b5a17d43c-p_e.jpg,436990,3.0,-111.2334,32.44802,FOR_SALE,2067073595,{'is_newHome': True},,-1,3,2230.0,USA,USD,,True,BUILDER_PLAN,# DL3RN5,
346,,SINGLE_FAMILY,6985.0,"5476 Windmill Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/9e2d8449344a3073bd3d0598ad5e33dd-p_e.jpg,579770,4.0,,,FOR_SALE,2063479742,{'is_newHome': True},,-1,3,2460.0,USA,USD,sqft,True,BUILDER_SPEC,,
347,,SINGLE_FAMILY,,"Yorktown Plan, Heartland at Gladden Farms",https://photos.zillowstatic.com/fp/b7dd920307e78c7f7311156cf0a49f07-p_e.jpg,417990,4.0,-111.19634,32.433838,FOR_SALE,2071994107,{'is_newHome': True},,-1,3,2914.0,USA,USD,,True,BUILDER_PLAN,# F3113C,
348,,SINGLE_FAMILY,4400.0,"12557 Red Orchid St, Marana, AZ 85653",https://photos.zillowstatic.com/fp/2a09a1cbbfe690368b88e2916cc90603-p_e.jpg,372900,4.0,,,FOR_SALE,2062639228,{'is_newHome': True},,-1,3,1845.0,USA,USD,sqft,True,BUILDER_SPEC,,
349,,SINGLE_FAMILY,,"Sandstone Plan, Meadows at Rancho Marana",https://photos.zillowstatic.com/fp/f9c0055cf8ad235fcfe462b22b141ab0-p_e.jpg,395990,4.0,-111.22327,32.443466,FOR_SALE,2066807679,{'is_newHome': True},,-1,3,2575.0,USA,USD,,True,BUILDER_PLAN,# DNFJ51,
350,,SINGLE_FAMILY,,"Plan 1842 Modeled Plan, Colina de Anza Traditions",https://photos.zillowstatic.com/fp/21b41527f95028f41fc8354c04ec0f6c-p_e.jpg,413990,3.0,-111.08092,32.36557,FOR_SALE,2064175807,{'is_newHome': True},,-1,2,1842.0,USA,USD,,True,BUILDER_PLAN,# 11BWHU,
351,,SINGLE_FAMILY,5400.0,"10712 Embrey Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/86aed053f796c46501735fde4882d3d6-p_e.jpg,400320,4.0,-111.19289,32.438347,FOR_SALE,2062789544,{'is_newHome': True},,-1,3,2027.0,USA,USD,sqft,True,BUILDER_SPEC,,
352,,SINGLE_FAMILY,,"Plan 1380 Plan, Colina de Anza Traditions",https://photos.zillowstatic.com/fp/b7a5b2487852dc3fe077bf234cf2ad83-p_e.jpg,384990,3.0,-111.08092,32.36557,FOR_SALE,2065591808,{'is_newHome': True},,-1,2,1380.0,USA,USD,,True,BUILDER_PLAN,# N4Y0Q2,
353,,SINGLE_FAMILY,,"Raleigh Plan, Heartland at Gladden Farms",https://photos.zillowstatic.com/fp/aaed3a7dc2b4003a6483491c28ac735a-p_e.jpg,382990,3.0,-111.19634,32.433838,FOR_SALE,2071994108,{'is_newHome': True},,-1,2,2223.0,USA,USD,,True,BUILDER_PLAN,# 96WZF9,
354,,SINGLE_FAMILY,1.1991,"12765 N Sonoran Preserve Blvd, Marana, AZ 85658",https://photos.zillowstatic.com/fp/f753904de6e3879b3a1639002c88c2b9-p_e.jpg,1283809,4.0,-111.06012,32.437744,FOR_SALE,97366859,{'is_newHome': True},,-1,4,3247.0,USA,USD,acres,True,BUILDER_SPEC,,
355,,SINGLE_FAMILY,6534.0,"5518 W Monterey Dr #11, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/abe1fa2bd5b704414d305089e90f0f11-p_e.jpg,413990,3.0,-111.0828,32.36578,FOR_SALE,306881105,{'is_newHome': True},,-1,2,1842.0,USA,USD,sqft,True,BUILDER_SPEC,# 11,
356,,SINGLE_FAMILY,6985.0,"5537 Lazy Farm Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/018cbf534c118deaf89eaaa5a07f9e45-p_e.jpg,586700,4.0,-111.08301,32.397346,FOR_SALE,2063480613,{'is_newHome': True},,-1,3,2460.0,USA,USD,sqft,True,BUILDER_SPEC,,
