Row ID,Transaction ID,Transaction Date,Clear Date,Customer ID,Category,Sub-Category,Value
880,CA-2020-111689,11/30/2020,12/2/2020,HP-14815,Non-essential,Travel/Lifestyle,68.472
881,CA-2020-111689,11/30/2020,12/2/2020,HP-14815,Essential,Utilities,1242.9
882,CA-2018-129098,10/9/2018,10/13/2018,DK-13090,Essential,Saving,30.84
883,US-2020-123463,12/23/2020,12/23/2020,GZ-14470,Non-essential,Luxury,13.48
884,CA-2019-165148,10/22/2019,10/24/2019,PM-19135,Non-essential,Alcohol,31.4
885,CA-2017-134061,4/29/2017,5/4/2017,LL-16840,Non-essential,Alcohol,17.46
886,CA-2018-143602,4/25/2018,4/28/2018,JS-15595,Non-essential,Travel/Lifestyle,13.944
887,CA-2020-115364,6/26/2020,7/2/2020,OT-18730,Essential,Saving,83.76
888,CA-2020-150707,10/14/2020,10/19/2020,EL-13735,Non-essential,Travel/Lifestyle,37.66
889,CA-2017-104976,12/9/2017,12/16/2017,CK-12760,Non-essential,Luxury,34.68
890,CA-2020-132934,6/20/2020,6/26/2020,JE-15475,Non-essential,Lifestyle,149.95
891,CA-2020-132934,6/20/2020,6/26/2020,JE-15475,Non-essential,Travel/Lifestyle,51.312
892,CA-2020-133256,6/26/2020,6/27/2020,TH-21550,Non-essential,Luxury,4.54
893,CA-2020-133256,6/26/2020,6/27/2020,TH-21550,Non-essential,Luxury,15.92
894,CA-2020-133256,6/26/2020,6/27/2020,TH-21550,Essential,Healthcare,543.92
895,CA-2019-105494,11/10/2019,11/12/2019,PC-18745,Essential,Saving,155.82
896,CA-2019-105494,11/10/2019,11/12/2019,PC-18745,Non-essential,Travel/Lifestyle,70.008
897,CA-2019-140634,10/3/2019,10/6/2019,HL-15040,Non-essential,Tobacco,15.648
898,CA-2017-144407,9/9/2017,9/15/2017,MS-17365,Non-essential,Luxury,103.6
899,CA-2020-160983,10/29/2020,10/31/2020,GB-14530,Non-essential,Luxury,46.96
900,US-2019-114622,4/10/2019,4/12/2019,JR-16210,Non-essential,Travel/Lifestyle,8.904
901,CA-2020-150959,11/11/2020,11/13/2020,TD-20995,Non-essential,Luxury,10.44
902,CA-2020-150959,11/11/2020,11/13/2020,TD-20995,Non-essential,Travel/Lifestyle,18.336
903,CA-2020-132353,9/15/2020,9/17/2020,DB-13060,Essential,Healthcare,323.976
904,CA-2019-130477,4/8/2019,4/12/2019,LC-17140,Non-essential,Luxury,20.04
905,CA-2019-130477,4/8/2019,4/12/2019,LC-17140,Essential,Saving,64.96
906,CA-2019-130477,4/8/2019,4/12/2019,LC-17140,Non-essential,Luxury,12.96
907,CA-2020-143259,12/30/2020,1/3/2021,PO-18865,Essential,Insurance,323.136
908,CA-2020-143259,12/30/2020,1/3/2021,PO-18865,Essential,Healthcare,90.93
909,CA-2020-143259,12/30/2020,1/3/2021,PO-18865,Non-essential,Travel/Lifestyle,52.776
910,CA-2020-137596,9/2/2020,9/7/2020,BE-11335,Essential,Healthcare,1199.8
911,CA-2020-137596,9/2/2020,9/7/2020,BE-11335,Non-essential,Lifestyle,1928.78
912,CA-2020-137596,9/2/2020,9/7/2020,BE-11335,Essential,Saving,352.38
913,CA-2018-133627,5/31/2018,6/7/2018,SC-20050,Non-essential,Alcohol,22.2
914,CA-2020-102519,11/27/2020,11/29/2020,BM-11650,Non-essential,Alcohol,46.94
915,CA-2020-102519,11/27/2020,11/29/2020,BM-11650,Non-essential,Lifestyle,143.73
916,US-2017-141215,6/15/2017,6/21/2017,KL-16555,Essential,Food,99.918
917,US-2017-141215,6/15/2017,6/21/2017,KL-16555,Essential,Utilities,797.944
918,US-2017-141215,6/15/2017,6/21/2017,KL-16555,Non-essential,Travel/Lifestyle,8.568
919,CA-2019-165218,3/5/2019,3/11/2019,RW-19630,Non-essential,Tobacco,149.352
920,CA-2019-165218,3/5/2019,3/11/2019,RW-19630,Essential,Saving,12.992
921,CA-2017-138296,12/5/2017,12/12/2017,RC-19825,Essential,Saving,24.56
922,CA-2018-111164,4/11/2018,4/15/2018,SE-20110,Non-essential,Lifestyle,85.14
923,CA-2018-111164,4/11/2018,4/15/2018,SE-20110,Essential,Healthcare,21.99
924,CA-2018-111164,4/11/2018,4/15/2018,SE-20110,Essential,Debt Payment,406.6
925,CA-2019-149797,9/15/2019,9/20/2019,AH-10075,Non-essential,Travel/Lifestyle,841.568
926,CA-2017-132962,9/13/2017,9/16/2017,JM-15535,Non-essential,Luxury,15.552
927,CA-2017-132962,9/13/2017,9/16/2017,JM-15535,Non-essential,Lifestyle,252
928,CA-2018-115091,10/5/2018,10/9/2018,JJ-15760,Non-essential,Luxury,46.2
929,CA-2018-115091,10/5/2018,10/9/2018,JJ-15760,Essential,Debt Payment,28.84
930,CA-2020-144932,4/14/2020,4/17/2020,AB-10165,Non-essential,Luxury,14.592
931,CA-2020-144932,4/14/2020,4/17/2020,AB-10165,Non-essential,Luxury,89.856
932,CA-2020-144932,4/14/2020,4/17/2020,AB-10165,Non-essential,Luxury,13.872
933,CA-2020-114216,9/2/2020,9/6/2020,RK-19300,Non-essential,Luxury,12.192
934,CA-2019-140081,6/20/2019,6/24/2019,CG-12040,Non-essential,Luxury,45.056
935,CA-2019-140081,6/20/2019,6/24/2019,CG-12040,Non-essential,Travel/Lifestyle,29.718
936,CA-2019-140081,6/20/2019,6/24/2019,CG-12040,Non-essential,Luxury,15.552
937,CA-2019-140081,6/20/2019,6/24/2019,CG-12040,Essential,Debt Payment,447.696
938,US-2020-111745,11/5/2020,11/6/2020,RA-19885,Non-essential,Lifestyle,159.99
939,CA-2018-148250,12/13/2018,12/17/2018,RP-19270,Non-essential,Luxury,12.96
940,CA-2018-148250,12/13/2018,12/17/2018,RP-19270,Essential,Debt Payment,134.48
941,CA-2019-105760,6/19/2019,6/20/2019,KC-16255,Non-essential,Luxury,17.12
942,CA-2019-142958,12/13/2019,12/20/2019,RW-19630,Non-essential,Travel/Lifestyle,6.096
943,CA-2019-142958,12/13/2019,12/20/2019,RW-19630,Essential,Food,1114.272
944,CA-2018-120880,5/29/2018,6/3/2018,JL-15850,Non-essential,Luxury,32.4
945,CA-2018-120880,5/29/2018,6/3/2018,JL-15850,Essential,Saving,540.57
946,CA-2018-120880,5/29/2018,6/3/2018,JL-15850,Non-essential,Travel/Lifestyle,167.76
947,US-2018-140200,7/26/2018,7/28/2018,CA-12775,Essential,Food,393.165
948,US-2020-110576,11/28/2020,12/2/2020,RB-19795,Non-essential,Alcohol,516.488
949,US-2020-110576,11/28/2020,12/2/2020,RB-19795,Non-essential,Alcohol,1007.232
950,US-2020-110576,11/28/2020,12/2/2020,RB-19795,Essential,Food,2065.32
951,US-2020-110576,11/28/2020,12/2/2020,RB-19795,Non-essential,Luxury,15.552
952,US-2020-110576,11/28/2020,12/2/2020,RB-19795,Non-essential,Luxury,25.344
953,CA-2020-131156,4/3/2020,4/7/2020,KH-16360,Non-essential,Alcohol,25.472
954,CA-2020-136539,12/28/2020,1/1/2021,GH-14665,Non-essential,Luxury,27.168
955,CA-2020-136539,12/28/2020,1/1/2021,GH-14665,Essential,Insurance,78.8528
956,CA-2020-119305,11/30/2020,12/4/2020,SW-20275,Essential,Saving,173.8
957,CA-2020-102414,5/15/2020,5/18/2020,JA-15970,Essential,Healthcare,29.592
958,CA-2020-102414,5/15/2020,5/18/2020,JA-15970,Non-essential,Travel/Lifestyle,4.752
959,CA-2020-102414,5/15/2020,5/18/2020,JA-15970,Non-essential,Luxury,15.552
960,CA-2018-112571,9/22/2018,9/22/2018,DL-12925,Non-essential,Alcohol,204.6
961,CA-2020-152142,11/14/2020,11/19/2020,LW-16990,Essential,Utilities,321.568
962,CA-2018-160059,11/27/2018,12/1/2018,TB-21190,Non-essential,Travel/Lifestyle,6.24
963,CA-2019-120859,9/1/2019,9/4/2019,CV-12805,Non-essential,Tobacco,21.88
964,CA-2017-127488,9/22/2017,9/24/2017,MS-17365,Non-essential,Luxury,4.608
965,CA-2020-135279,4/9/2020,4/11/2020,BS-11800,Non-essential,Luxury,9.82
966,CA-2020-135279,4/9/2020,4/11/2020,BS-11800,Non-essential,Luxury,35.97
967,CA-2020-135279,4/9/2020,4/11/2020,BS-11800,Non-essential,Luxury,12.96
968,CA-2020-135279,4/9/2020,4/11/2020,BS-11800,Non-essential,Luxury,191.6
969,CA-2020-135279,4/9/2020,4/11/2020,BS-11800,Non-essential,Luxury,8.64
970,CA-2020-135279,4/9/2020,4/11/2020,BS-11800,Essential,Saving,501.81
971,CA-2017-115791,1/16/2017,1/18/2017,DL-13315,Non-essential,Alcohol,127.104
972,CA-2017-115791,1/16/2017,1/18/2017,DL-13315,Essential,Healthcare,124.2
973,CA-2017-115791,1/16/2017,1/18/2017,DL-13315,Non-essential,Travel/Lifestyle,18.588
974,CA-2017-115791,1/16/2017,1/18/2017,DL-13315,Non-essential,Luxury,30.072
975,US-2020-103247,10/5/2020,10/8/2020,PO-19195,Essential,Healthcare,160.93
976,US-2020-103247,10/5/2020,10/8/2020,PO-19195,Non-essential,Travel/Lifestyle,75.792
977,US-2020-100209,7/9/2020,7/15/2020,TD-20995,Non-essential,Travel/Lifestyle,1.08
978,CA-2020-159366,1/7/2020,1/10/2020,BW-11110,Essential,Transportation,3059.982
979,CA-2019-145499,5/30/2019,5/31/2019,RW-19690,Non-essential,Travel/Lifestyle,3.282
980,CA-2018-157035,12/9/2018,12/12/2018,KB-16600,Non-essential,Luxury,34.02
981,CA-2019-144939,10/3/2019,10/8/2019,EB-13870,Essential,Utilities,599.292
982,CA-2017-163419,11/11/2017,11/14/2017,TZ-21580,Non-essential,Luxury,3.392
983,CA-2017-163419,11/11/2017,11/14/2017,TZ-21580,Essential,Healthcare,559.984
984,CA-2017-163419,11/11/2017,11/14/2017,TZ-21580,Essential,Utilities,603.92
985,CA-2020-100314,9/29/2020,10/5/2020,AS-10630,Non-essential,Luxury,7.968
986,CA-2020-100314,9/29/2020,10/5/2020,AS-10630,Non-essential,Tobacco,27.968
987,CA-2020-100314,9/29/2020,10/5/2020,AS-10630,Essential,Transportation,336.51
988,CA-2018-146829,3/10/2018,3/10/2018,TS-21340,Non-essential,Travel/Lifestyle,1.112
989,CA-2020-167899,5/21/2020,5/26/2020,JG-15805,Non-essential,Alcohol,520.05
990,CA-2020-167899,5/21/2020,5/26/2020,JG-15805,Non-essential,Luxury,17.97
991,CA-2018-153549,3/29/2018,3/31/2018,SL-20155,Essential,Utilities,1166.92
992,CA-2019-110023,9/9/2019,9/11/2019,TS-21610,Non-essential,Travel/Lifestyle,14.624
993,CA-2019-105585,8/26/2019,8/27/2019,RF-19735,Non-essential,Luxury,10.23
994,CA-2019-105585,8/26/2019,8/27/2019,RF-19735,Non-essential,Luxury,154.9
995,CA-2017-117639,5/21/2017,5/25/2017,MW-18235,Non-essential,Travel/Lifestyle,2715.93
996,CA-2017-117639,5/21/2017,5/25/2017,MW-18235,Essential,Healthcare,617.97
997,CA-2018-162537,10/28/2018,11/3/2018,RD-19585,Non-essential,Tobacco,10.67
998,CA-2018-162537,10/28/2018,11/3/2018,RD-19585,Essential,Saving,36.63
999,CA-2018-162537,10/28/2018,11/3/2018,RD-19585,Non-essential,Alcohol,24.1
1000,CA-2018-162537,10/28/2018,11/3/2018,RD-19585,Non-essential,Alcohol,33.11
1001,CA-2019-155488,11/13/2019,11/17/2019,FM-14290,Non-essential,Luxury,44.02
1002,CA-2018-124891,7/31/2018,7/31/2018,RH-19495,Non-essential,Lifestyle,2309.65
1003,CA-2018-124891,7/31/2018,7/31/2018,RH-19495,Essential,Food,1090.782
1004,CA-2018-124891,7/31/2018,7/31/2018,RH-19495,Non-essential,Luxury,19.44
1005,CA-2018-126445,8/27/2018,8/31/2018,RA-19945,Essential,Saving,484.65
1006,CA-2018-111199,11/13/2018,11/17/2018,JK-15730,Non-essential,Luxury,115.296
1007,CA-2018-105312,11/6/2018,11/9/2018,MT-17815,Non-essential,Tobacco,7.08
1008,CA-2018-105312,11/6/2018,11/9/2018,MT-17815,Non-essential,Travel/Lifestyle,4.401
1009,US-2020-106705,12/26/2020,1/1/2021,PO-18850,Non-essential,Luxury,44.75
1010,CA-2020-135034,8/1/2020,8/3/2020,AT-10735,Essential,Healthcare,95.984
1011,CA-2017-158540,11/24/2017,11/26/2017,VG-21790,Non-essential,Alcohol,151.72
1012,CA-2020-118437,6/17/2020,6/21/2020,PF-19165,Non-essential,Alcohol,155.25
1013,CA-2020-118437,6/17/2020,6/21/2020,PF-19165,Essential,Saving,14.03
1014,US-2018-126214,12/21/2018,12/24/2018,JS-15880,Essential,Food,1618.37
1015,US-2018-126214,12/21/2018,12/24/2018,JS-15880,Non-essential,Lifestyle,99.6
1016,CA-2018-133025,9/17/2018,9/19/2018,MO-17800,Non-essential,Luxury,32.4
1017,CA-2018-108665,7/6/2018,7/10/2018,KM-16225,Non-essential,Alcohol,13.96
1018,CA-2018-108665,7/6/2018,7/10/2018,KM-16225,Non-essential,Alcohol,155.82
1019,CA-2018-108665,7/6/2018,7/10/2018,KM-16225,Essential,Healthcare,124.95
1020,CA-2018-108665,7/6/2018,7/10/2018,KM-16225,Essential,Saving,601.65
1021,CA-2018-124450,4/27/2018,5/3/2018,GT-14710,Non-essential,Luxury,22.74
1022,CA-2018-124450,4/27/2018,5/3/2018,GT-14710,Essential,Utilities,1267.53
1023,CA-2018-124450,4/27/2018,5/3/2018,GT-14710,Essential,Transportation,1379.92
1024,CA-2018-167269,6/16/2018,6/20/2018,PB-19150,Non-essential,Tobacco,6.208
1025,CA-2020-106964,12/17/2020,12/20/2020,HR-14770,Non-essential,Travel/Lifestyle,11.808
1026,CA-2019-126529,1/11/2019,1/13/2019,DE-13255,Non-essential,Luxury,15.552
1027,CA-2019-126529,1/11/2019,1/13/2019,DE-13255,Non-essential,Luxury,63.312
1028,CA-2019-126529,1/11/2019,1/13/2019,DE-13255,Essential,Healthcare,15.588
1029,CA-2017-163552,7/11/2017,7/15/2017,LA-16780,Non-essential,Luxury,177.2
1030,CA-2017-163552,7/11/2017,7/15/2017,LA-16780,Essential,Healthcare,197.97
1031,CA-2017-163552,7/11/2017,7/15/2017,LA-16780,Essential,Utilities,854.94
1032,CA-2017-163552,7/11/2017,7/15/2017,LA-16780,Non-essential,Alcohol,124.11
1033,CA-2017-163552,7/11/2017,7/15/2017,LA-16780,Non-essential,Luxury,14.4
1034,CA-2019-109820,11/20/2019,11/22/2019,AG-10390,Non-essential,Luxury,15.696
1035,CA-2019-109820,11/20/2019,11/22/2019,AG-10390,Non-essential,Travel/Lifestyle,2.628
1036,CA-2019-109820,11/20/2019,11/22/2019,AG-10390,Non-essential,Travel/Lifestyle,14.427
1037,CA-2019-113061,4/22/2019,4/26/2019,EL-13735,Non-essential,Alcohol,86.62
1038,CA-2018-127418,6/13/2018,6/14/2018,JJ-15445,Non-essential,Travel/Lifestyle,36.624
1039,CA-2020-121818,11/20/2020,11/21/2020,JH-15430,Non-essential,Luxury,23.968
1040,CA-2020-121818,11/20/2020,11/21/2020,JH-15430,Non-essential,Luxury,28.728
1041,CA-2019-127670,3/20/2019,3/24/2019,RD-19660,Essential,Food,697.16
1042,CA-2019-102981,9/6/2019,9/9/2019,MO-17500,Non-essential,Lifestyle,31.86
1043,CA-2019-102981,9/6/2019,9/9/2019,MO-17500,Essential,Insurance,722.352
1044,CA-2020-115651,7/9/2020,7/12/2020,NS-18640,Non-essential,Luxury,8.84
1045,CA-2020-115651,7/9/2020,7/12/2020,NS-18640,Essential,Debt Payment,58.464
1046,CA-2020-152702,10/12/2020,10/16/2020,SN-20710,Essential,Utilities,254.604
1047,CA-2019-169103,3/8/2019,3/13/2019,ZC-21910,Essential,Healthcare,1363.96
1048,CA-2019-169103,3/8/2019,3/13/2019,ZC-21910,Non-essential,Alcohol,102.36
1049,CA-2017-139192,5/27/2017,6/1/2017,LC-16885,Essential,Healthcare,1113.504
1050,CA-2017-139192,5/27/2017,6/1/2017,LC-16885,Non-essential,Lifestyle,99.99
1051,US-2018-153500,7/3/2018,7/5/2018,DG-13300,Non-essential,Alcohol,168.464
1052,US-2018-153500,7/3/2018,7/5/2018,DG-13300,Non-essential,Luxury,6.72
1053,US-2018-153500,7/3/2018,7/5/2018,DG-13300,Non-essential,Alcohol,282.888
1054,CA-2018-110667,4/4/2018,4/8/2018,NF-18595,Non-essential,Luxury,11.16
1055,CA-2018-110667,4/4/2018,4/8/2018,NF-18595,Non-essential,Alcohol,108.4
1056,CA-2018-110667,4/4/2018,4/8/2018,NF-18595,Non-essential,Travel/Lifestyle,82.344
1057,CA-2018-110667,4/4/2018,4/8/2018,NF-18595,Non-essential,Travel/Lifestyle,9.088
1058,CA-2020-167150,12/10/2020,12/17/2020,BP-11185,Non-essential,Travel/Lifestyle,19.936
1059,CA-2020-167150,12/10/2020,12/17/2020,BP-11185,Non-essential,Travel/Lifestyle,65.568
1060,CA-2019-105284,11/24/2019,12/1/2019,MG-17650,Non-essential,Luxury,4.416
1061,US-2018-125374,3/23/2018,3/29/2018,JD-16060,Essential,Utilities,107.772
1062,CA-2018-161263,4/16/2018,4/21/2018,TS-21160,Essential,Debt Payment,45.216
1063,CA-2018-161263,4/16/2018,4/21/2018,TS-21160,Non-essential,Luxury,10.416
1064,CA-2018-161263,4/16/2018,4/21/2018,TS-21160,Non-essential,Luxury,7.872
1065,CA-2018-161263,4/16/2018,4/21/2018,TS-21160,Essential,Healthcare,118.782
1066,CA-2018-161263,4/16/2018,4/21/2018,TS-21160,Non-essential,Luxury,1.448
1067,CA-2018-161263,4/16/2018,4/21/2018,TS-21160,Non-essential,Travel/Lifestyle,55.47
1068,CA-2019-157686,10/1/2019,10/2/2019,BD-11620,Essential,Utilities,194.848
1069,US-2020-139955,9/28/2020,9/30/2020,CM-12160,Essential,Investing,1.744
1070,US-2018-150161,7/25/2018,7/29/2018,RB-19795,Non-essential,Travel/Lifestyle,25.176
1071,CA-2018-144652,11/20/2018,11/26/2018,SN-20560,Non-essential,Luxury,19.46
1072,CA-2019-152814,4/28/2019,5/2/2019,EH-14005,Non-essential,Luxury,29.472
1073,CA-2020-106943,11/14/2020,11/19/2020,FO-14305,Non-essential,Travel/Lifestyle,8.64
1074,CA-2019-134348,11/12/2019,11/19/2019,MS-17710,Non-essential,Travel/Lifestyle,6.27
1075,CA-2019-134348,11/12/2019,11/19/2019,MS-17710,Non-essential,Travel/Lifestyle,4.368
1076,CA-2019-134348,11/12/2019,11/19/2019,MS-17710,Non-essential,Lifestyle,31.984
1077,CA-2019-161781,9/29/2019,9/30/2019,CC-12100,Non-essential,Luxury,40.88
1078,CA-2020-132521,9/23/2020,9/25/2020,DW-13540,Essential,Debt Payment,119.96
1079,CA-2020-132521,9/23/2020,9/25/2020,DW-13540,Essential,Saving,31.44
1080,CA-2020-132521,9/23/2020,9/25/2020,DW-13540,Non-essential,Travel/Lifestyle,6.88
1081,CA-2018-110016,11/29/2018,12/4/2018,BT-11395,Non-essential,Luxury,19.92
1082,CA-2018-110016,11/29/2018,12/4/2018,BT-11395,Essential,Utilities,1106.91
1083,US-2019-143819,3/1/2019,3/5/2019,KD-16270,Essential,Food,836.592
1084,US-2019-143819,3/1/2019,3/5/2019,KD-16270,Non-essential,Luxury,26.38
1085,US-2019-143819,3/1/2019,3/5/2019,KD-16270,Essential,Saving,362.92
1086,US-2019-143819,3/1/2019,3/5/2019,KD-16270,Essential,Transportation,4899.93
1087,CA-2019-167584,8/12/2019,8/12/2019,LC-16870,Non-essential,Luxury,6.48
1088,CA-2019-166163,8/15/2019,8/20/2019,CY-12745,Essential,Healthcare,71.976
1089,CA-2019-166163,8/15/2019,8/20/2019,CY-12745,Non-essential,Luxury,3.15
1090,CA-2020-158407,6/4/2020,6/10/2020,LW-16990,Non-essential,Alcohol,31.984
1091,CA-2020-158407,6/4/2020,6/10/2020,LW-16990,Essential,Healthcare,71.984
1092,CA-2018-143490,12/6/2018,12/13/2018,NP-18325,Non-essential,Luxury,120.15
1093,CA-2018-143490,12/6/2018,12/13/2018,NP-18325,Essential,Healthcare,219.184
1094,CA-2018-165085,12/27/2018,12/31/2018,BT-11485,Non-essential,Luxury,28.9
1095,CA-2018-165085,12/27/2018,12/31/2018,BT-11485,Essential,Debt Payment,355.96
1096,CA-2020-160423,1/21/2020,1/26/2020,PS-19045,Essential,Saving,348.208
1097,CA-2020-160423,1/21/2020,1/26/2020,PS-19045,Non-essential,Travel/Lifestyle,35.784
1098,CA-2017-159338,6/25/2017,6/28/2017,NS-18640,Essential,Food,447.84
1099,CA-2019-107216,6/14/2019,6/17/2019,PV-18985,Non-essential,Luxury,7.04
1100,CA-2019-107216,6/14/2019,6/17/2019,PV-18985,Non-essential,Alcohol,8.73
1101,CA-2019-107216,6/14/2019,6/17/2019,PV-18985,Non-essential,Lifestyle,29.29
1102,CA-2019-107216,6/14/2019,6/17/2019,PV-18985,Non-essential,Luxury,8.64
1103,US-2020-145863,4/21/2020,4/27/2020,RP-19390,Non-essential,Travel/Lifestyle,2.694
1104,US-2020-145863,4/21/2020,4/27/2020,RP-19390,Non-essential,Travel/Lifestyle,2.934
1105,CA-2019-112340,10/21/2019,10/27/2019,NM-18520,Non-essential,Luxury,22.92
1106,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Essential,Saving,100.704
1107,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Non-essential,Alcohol,2.328
1108,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Non-essential,Travel/Lifestyle,10.78
1109,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Non-essential,Luxury,58.368
1110,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Non-essential,Tobacco,40.968
1111,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Essential,Healthcare,71.96
1112,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Non-essential,Luxury,10.368
1113,US-2019-110156,11/19/2019,11/24/2019,EH-13945,Non-essential,Travel/Lifestyle,1.192
1114,CA-2020-140585,12/18/2020,12/23/2020,RA-19915,Non-essential,Travel/Lifestyle,46.672
1115,CA-2020-140585,12/18/2020,12/23/2020,RA-19915,Essential,Insurance,119.833
1116,CA-2020-140585,12/18/2020,12/23/2020,RA-19915,Non-essential,Lifestyle,119.98
1117,CA-2019-144855,7/22/2019,7/24/2019,DL-13495,Non-essential,Luxury,6.3
1118,CA-2018-142755,9/4/2018,9/8/2018,CS-12355,Non-essential,Luxury,279.9
1119,CA-2018-142755,9/4/2018,9/8/2018,CS-12355,Non-essential,Lifestyle,619.95
1120,CA-2018-142755,9/4/2018,9/8/2018,CS-12355,Non-essential,Luxury,4.36
1121,CA-2018-142755,9/4/2018,9/8/2018,CS-12355,Non-essential,Tobacco,15.28
1122,US-2017-147627,1/20/2017,1/26/2017,HL-15040,Essential,Healthcare,699.93
1123,US-2017-147627,1/20/2017,1/26/2017,HL-15040,Non-essential,Luxury,22.96
1124,US-2017-147627,1/20/2017,1/26/2017,HL-15040,Non-essential,Alcohol,38.6
1125,US-2017-147627,1/20/2017,1/26/2017,HL-15040,Non-essential,Luxury,6.63
1126,US-2017-147627,1/20/2017,1/26/2017,HL-15040,Non-essential,Tobacco,23.34
1127,US-2017-147627,1/20/2017,1/26/2017,HL-15040,Essential,Utilities,1067.94
1128,CA-2018-105970,3/2/2018,3/7/2018,PA-19060,Non-essential,Luxury,10.16
1129,CA-2018-105970,3/2/2018,3/7/2018,PA-19060,Non-essential,Tobacco,101.88
1130,CA-2019-112102,4/12/2019,4/16/2019,BD-11605,Essential,Food,343.92
1131,CA-2019-112102,4/12/2019,4/16/2019,BD-11605,Non-essential,Luxury,40.99
1132,CA-2019-112102,4/12/2019,4/16/2019,BD-11605,Non-essential,Tobacco,63.9
1133,US-2019-114776,12/6/2019,12/7/2019,GG-14650,Non-essential,Luxury,19.44
1134,US-2019-134908,6/5/2019,6/9/2019,JS-15940,Essential,Saving,124.608
1135,US-2019-134908,6/5/2019,6/9/2019,JS-15940,Non-essential,Luxury,7.56
1136,US-2019-148803,12/11/2019,12/11/2019,LR-16915,Essential,Saving,85.224
1137,CA-2019-152170,11/12/2019,11/15/2019,FH-14275,Non-essential,Tobacco,287.52
1138,CA-2019-152170,11/12/2019,11/15/2019,FH-14275,Essential,Debt Payment,37.68
1139,CA-2019-152170,11/12/2019,11/15/2019,FH-14275,Non-essential,Luxury,19.98
1140,CA-2019-152170,11/12/2019,11/15/2019,FH-14275,Non-essential,Luxury,20.58
1141,CA-2019-152170,11/12/2019,11/15/2019,FH-14275,Non-essential,Travel/Lifestyle,17.38
1142,CA-2017-146969,9/29/2017,10/3/2017,AP-10915,Non-essential,Alcohol,204.6
1143,CA-2017-146969,9/29/2017,10/3/2017,AP-10915,Non-essential,Luxury,8.72
1144,CA-2017-146969,9/29/2017,10/3/2017,AP-10915,Non-essential,Luxury,6.48
1145,CA-2017-146969,9/29/2017,10/3/2017,AP-10915,Essential,Transportation,686.32
1146,CA-2017-146969,9/29/2017,10/3/2017,AP-10915,Essential,Saving,62.18
1147,CA-2018-112452,4/4/2018,4/4/2018,NC-18340,Essential,Debt Payment,644.076
1148,CA-2018-112452,4/4/2018,4/4/2018,NC-18340,Non-essential,Luxury,5.84
1149,CA-2018-112452,4/4/2018,4/4/2018,NC-18340,Non-essential,Travel/Lifestyle,12.76
1150,CA-2018-112452,4/4/2018,4/4/2018,NC-18340,Essential,Healthcare,10.95
1151,CA-2018-112452,4/4/2018,4/4/2018,NC-18340,Essential,Housing,599.98
1152,CA-2018-113971,5/8/2018,5/14/2018,CB-12535,Non-essential,Alcohol,8.352
1153,CA-2019-160395,12/31/2019,1/6/2020,KL-16555,Non-essential,Luxury,3.64
1154,CA-2019-160395,12/31/2019,1/6/2020,KL-16555,Non-essential,Travel/Lifestyle,159.768
1155,CA-2017-136567,12/20/2017,12/21/2017,PS-19045,Essential,Saving,122.48
1156,CA-2017-136567,12/20/2017,12/21/2017,PS-19045,Essential,Food,2244.48
1157,CA-2017-136567,12/20/2017,12/21/2017,PS-19045,Non-essential,Travel/Lifestyle,62.31
1158,CA-2017-136567,12/20/2017,12/21/2017,PS-19045,Essential,Food,455.1
1159,CA-2019-149314,7/2/2019,7/7/2019,GB-14530,Essential,Utilities,195.184
1160,CA-2020-147039,6/29/2020,7/4/2020,AA-10315,Essential,Debt Payment,362.94
1161,CA-2020-147039,6/29/2020,7/4/2020,AA-10315,Non-essential,Travel/Lifestyle,11.54
1162,CA-2017-126522,9/1/2017,9/5/2017,LT-16765,Non-essential,Luxury,53.94
1163,CA-2017-127964,3/3/2017,3/8/2017,AP-10720,Essential,Healthcare,9.99
1164,CA-2017-127964,3/3/2017,3/8/2017,AP-10720,Non-essential,Travel/Lifestyle,125.76
1165,CA-2017-127964,3/3/2017,3/8/2017,AP-10720,Non-essential,Travel/Lifestyle,25.32
1166,CA-2017-117709,5/4/2017,5/8/2017,PM-18940,Non-essential,Travel/Lifestyle,46.8
1167,CA-2018-125416,11/2/2018,11/2/2018,KC-16540,Non-essential,Lifestyle,447.93
1168,CA-2020-145226,12/8/2020,12/10/2020,DL-13315,Non-essential,Alcohol,109.48
1169,CA-2020-145226,12/8/2020,12/10/2020,DL-13315,Essential,Saving,272.94
1170,CA-2020-145226,12/8/2020,12/10/2020,DL-13315,Non-essential,Luxury,19.44
1171,CA-2020-145226,12/8/2020,12/10/2020,DL-13315,Essential,Saving,31.92
1172,US-2017-100279,3/10/2017,3/14/2017,SW-20275,Non-essential,Luxury,22.38
1173,CA-2017-158064,4/21/2017,4/25/2017,AA-10375,Non-essential,Travel/Lifestyle,16.52
1174,US-2018-104430,10/22/2018,10/26/2018,LT-17110,Non-essential,Travel/Lifestyle,5.176
